Descripcion;Importe;Tipo;Categoria
ticket restaurante italiano Restaurantes;67.02;2;Restaurantes
ticket hamburgueseria Restaurantes;337.75;2;Restaurantes
compra hamburgueseria Restaurantes;344.67;2;Restaurantes
compra restaurante local Restaurantes;222.33;2;Restaurantes
factura restaurante local Restaurantes;284.89;2;Restaurantes
factura hamburgueseria Restaurantes;205.87;2;Restaurantes
compra restaurante italiano Restaurantes;326.77;2;Restaurantes
pago tarjeta restaurante local Restaurantes;255.37;2;Restaurantes
pago tarjeta hamburgueseria Restaurantes;87.49;2;Restaurantes
movimiento hamburgueseria Restaurantes;297.78;2;Restaurantes
ticket restaurante italiano Restaurantes;104.32;2;Restaurantes
cargo restaurante italiano Restaurantes;75.56;2;Restaurantes
pago tarjeta restaurante italiano Restaurantes;338.16;2;Restaurantes
movimiento restaurante local Restaurantes;101.22;2;Restaurantes
factura hamburgueseria Restaurantes;181.23;2;Restaurantes
ticket hamburgueseria Restaurantes;258.10;2;Restaurantes
movimiento hamburgueseria Restaurantes;186.83;2;Restaurantes
cargo hamburgueseria Restaurantes;265.60;2;Restaurantes
factura restaurante italiano Restaurantes;182.55;2;Restaurantes
cargo hamburgueseria Restaurantes;189.77;2;Restaurantes
compra restaurante italiano Restaurantes;138.70;2;Restaurantes
compra restaurante italiano Restaurantes;19.78;2;Restaurantes
cargo servicio online Retiradas de efectivo;118.73;2;Retiradas de efectivo
factura servicio online Retiradas de efectivo;46.90;2;Retiradas de efectivo
pago tarjeta proveedor habitual Retiradas de efectivo;59.65;2;Retiradas de efectivo
movimiento servicio online Retiradas de efectivo;61.95;2;Retiradas de efectivo
movimiento comercio local Retiradas de efectivo;93.70;2;Retiradas de efectivo
pago tarjeta proveedor habitual Retiradas de efectivo;265.19;2;Retiradas de efectivo
pago tarjeta servicio online Retiradas de efectivo;35.22;2;Retiradas de efectivo
factura proveedor habitual Retiradas de efectivo;290.50;2;Retiradas de efectivo
compra proveedor habitual Retiradas de efectivo;296.26;2;Retiradas de efectivo
pago tarjeta servicio online Retiradas de efectivo;172.27;2;Retiradas de efectivo
ticket servicio online Retiradas de efectivo;337.08;2;Retiradas de efectivo
factura comercio local Retiradas de efectivo;232.89;2;Retiradas de efectivo
cargo proveedor habitual Retiradas de efectivo;19.81;2;Retiradas de efectivo
compra servicio online Retiradas de efectivo;103.06;2;Retiradas de efectivo
pago tarjeta proveedor habitual Retiradas de efectivo;171.26;2;Retiradas de efectivo
movimiento servicio online Retiradas de efectivo;325.08;2;Retiradas de efectivo
cargo servicio online Retiradas de efectivo;217.72;2;Retiradas de efectivo
pago tarjeta proveedor habitual Retiradas de efectivo;134.71;2;Retiradas de efectivo
pago tarjeta comercio local Retiradas de efectivo;103.35;2;Retiradas de efectivo
cargo proveedor habitual Retiradas de efectivo;312.15;2;Retiradas de efectivo
movimiento comercio local Retiradas de efectivo;14.24;2;Retiradas de efectivo
compra comercio local Retiradas de efectivo;28.54;2;Retiradas de efectivo
movimiento proveedor habitual Retiradas de efectivo;38.72;2;Retiradas de efectivo
movimiento servicio online Retiradas de efectivo;57.21;2;Retiradas de efectivo
compra comercio local Retiradas de efectivo;109.95;2;Retiradas de efectivo
movimiento proveedor habitual Retiradas de efectivo;302.76;2;Retiradas de efectivo
factura comercio local Retiradas de efectivo;41.05;2;Retiradas de efectivo
compra servicio online Retiradas de efectivo;79.95;2;Retiradas de efectivo
factura servicio online Retiradas de efectivo;66.34;2;Retiradas de efectivo
factura servicio online Retiradas de efectivo;132.64;2;Retiradas de efectivo
pago tarjeta comercio local Retiradas de efectivo;68.05;2;Retiradas de efectivo
compra proveedor habitual Retiradas de efectivo;175.67;2;Retiradas de efectivo
ticket servicio online Retiradas de efectivo;116.67;2;Retiradas de efectivo
ticket proveedor habitual Retiradas de efectivo;338.70;2;Retiradas de efectivo
movimiento comercio local Retiradas de efectivo;96.20;2;Retiradas de efectivo
ticket proveedor habitual Retiradas de efectivo;169.33;2;Retiradas de efectivo
cargo comercio local Retiradas de efectivo;28.87;2;Retiradas de efectivo
pago tarjeta proveedor habitual Retiradas de efectivo;343.64;2;Retiradas de efectivo
factura servicio online Retiradas de efectivo;129.61;2;Retiradas de efectivo
pago tarjeta servicio online Retiradas de efectivo;261.33;2;Retiradas de efectivo
cargo comercio local Retiradas de efectivo;289.81;2;Retiradas de efectivo
ticket servicio online Retiradas de efectivo;111.69;2;Retiradas de efectivo
compra comercio local Retiradas de efectivo;158.44;2;Retiradas de efectivo
compra proveedor habitual Retiradas de efectivo;334.47;2;Retiradas de efectivo
factura servicio online Retiradas de efectivo;115.77;2;Retiradas de efectivo
pago tarjeta proveedor habitual Retiradas de efectivo;174.18;2;Retiradas de efectivo
factura comercio local Retiradas de efectivo;167.62;2;Retiradas de efectivo
compra comercio local Retiradas de efectivo;217.73;2;Retiradas de efectivo
ticket proveedor habitual Retiradas de efectivo;76.01;2;Retiradas de efectivo
ticket servicio online Retiradas de efectivo;192.40;2;Retiradas de efectivo
compra comercio local Retiradas de efectivo;107.74;2;Retiradas de efectivo
movimiento proveedor habitual Retiradas de efectivo;95.15;2;Retiradas de efectivo
pago tarjeta comercio local Retiradas de efectivo;275.51;2;Retiradas de efectivo
ticket proveedor habitual Retiradas de efectivo;334.25;2;Retiradas de efectivo
pago tarjeta comercio local Retiradas de efectivo;144.15;2;Retiradas de efectivo
movimiento servicio online Retiradas de efectivo;15.92;2;Retiradas de efectivo
cargo proveedor habitual Retiradas de efectivo;156.01;2;Retiradas de efectivo
movimiento comercio local Retiradas de efectivo;306.73;2;Retiradas de efectivo
compra servicio online Retiradas de efectivo;280.96;2;Retiradas de efectivo
factura proveedor habitual Retiradas de efectivo;45.11;2;Retiradas de efectivo
compra mango Ropa y accesorios;302.51;2;Ropa y accesorios
movimiento zara Ropa y accesorios;330.91;2;Ropa y accesorios
cargo zara Ropa y accesorios;264.35;2;Ropa y accesorios
cargo hm Ropa y accesorios;338.33;2;Ropa y accesorios
pago tarjeta zara Ropa y accesorios;263.75;2;Ropa y accesorios
compra zara Ropa y accesorios;120.34;2;Ropa y accesorios
movimiento mango Ropa y accesorios;19.17;2;Ropa y accesorios
compra mango Ropa y accesorios;283.87;2;Ropa y accesorios
cargo mango Ropa y accesorios;328.76;2;Ropa y accesorios
pago tarjeta hm Ropa y accesorios;46.89;2;Ropa y accesorios
pago tarjeta hm Ropa y accesorios;215.26;2;Ropa y accesorios
compra zara Ropa y accesorios;116.77;2;Ropa y accesorios
ticket zara Ropa y accesorios;141.96;2;Ropa y accesorios
compra mango Ropa y accesorios;142.03;2;Ropa y accesorios
ticket hm Ropa y accesorios;243.14;2;Ropa y accesorios
compra hm Ropa y accesorios;160.72;2;Ropa y accesorios
compra zara Ropa y accesorios;248.41;2;Ropa y accesorios
movimiento zara Ropa y accesorios;248.63;2;Ropa y accesorios
movimiento zara Ropa y accesorios;119.31;2;Ropa y accesorios
cargo mango Ropa y accesorios;287.34;2;Ropa y accesorios
ticket zara Ropa y accesorios;180.64;2;Ropa y accesorios
cargo zara Ropa y accesorios;41.64;2;Ropa y accesorios
ticket mango Ropa y accesorios;62.56;2;Ropa y accesorios
factura mango Ropa y accesorios;277.28;2;Ropa y accesorios
pago tarjeta mango Ropa y accesorios;206.82;2;Ropa y accesorios
pago tarjeta hm Ropa y accesorios;51.35;2;Ropa y accesorios
pago tarjeta mango Ropa y accesorios;241.21;2;Ropa y accesorios
cargo hm Ropa y accesorios;169.39;2;Ropa y accesorios
movimiento hm Ropa y accesorios;334.96;2;Ropa y accesorios
factura zara Ropa y accesorios;105.09;2;Ropa y accesorios
factura zara Ropa y accesorios;163.56;2;Ropa y accesorios
ticket mango Ropa y accesorios;347.92;2;Ropa y accesorios
cargo zara Ropa y accesorios;186.82;2;Ropa y accesorios
ticket hm Ropa y accesorios;120.53;2;Ropa y accesorios
compra hm Ropa y accesorios;210.27;2;Ropa y accesorios
movimiento zara Ropa y accesorios;97.44;2;Ropa y accesorios
ticket zara Ropa y accesorios;252.04;2;Ropa y accesorios
movimiento hm Ropa y accesorios;51.06;2;Ropa y accesorios
factura zara Ropa y accesorios;289.09;2;Ropa y accesorios
movimiento zara Ropa y accesorios;301.80;2;Ropa y accesorios
compra hm Ropa y accesorios;223.20;2;Ropa y accesorios
ticket mango Ropa y accesorios;247.36;2;Ropa y accesorios
pago tarjeta zara Ropa y accesorios;154.78;2;Ropa y accesorios
movimiento mango Ropa y accesorios;153.75;2;Ropa y accesorios
pago tarjeta mango Ropa y accesorios;309.99;2;Ropa y accesorios
compra zara Ropa y accesorios;334.24;2;Ropa y accesorios
cargo zara Ropa y accesorios;20.62;2;Ropa y accesorios
compra mango Ropa y accesorios;318.85;2;Ropa y accesorios
ticket mango Ropa y accesorios;334.15;2;Ropa y accesorios
factura mango Ropa y accesorios;91.11;2;Ropa y accesorios
ticket mango Ropa y accesorios;100.45;2;Ropa y accesorios
cargo hm Ropa y accesorios;264.32;2;Ropa y accesorios
pago tarjeta zara Ropa y accesorios;63.04;2;Ropa y accesorios
compra hm Ropa y accesorios;247.27;2;Ropa y accesorios
factura zara Ropa y accesorios;172.14;2;Ropa y accesorios
cargo mango Ropa y accesorios;167.34;2;Ropa y accesorios
cargo hm Ropa y accesorios;166.00;2;Ropa y accesorios
ticket mango Ropa y accesorios;9.14;2;Ropa y accesorios
ticket zara Ropa y accesorios;108.32;2;Ropa y accesorios
cargo hm Ropa y accesorios;247.71;2;Ropa y accesorios
movimiento clinica Salud;26.91;2;Salud
ticket clinica Salud;41.89;2;Salud
movimiento clinica Salud;316.34;2;Salud
cargo centro medico Salud;24.81;2;Salud
cargo centro medico Salud;331.81;2;Salud
pago tarjeta clinica Salud;97.72;2;Salud
cargo centro medico Salud;168.30;2;Salud
compra clinica Salud;331.34;2;Salud
pago tarjeta clinica Salud;9.12;2;Salud
ticket centro medico Salud;269.75;2;Salud
ticket clinica Salud;233.66;2;Salud
compra clinica Salud;261.07;2;Salud
cargo centro medico Salud;169.50;2;Salud
factura centro medico Salud;54.99;2;Salud
cargo clinica Salud;153.14;2;Salud
ticket clinica Salud;18.96;2;Salud
compra centro medico Salud;94.64;2;Salud
compra clinica Salud;195.72;2;Salud
cargo centro medico Salud;256.95;2;Salud
movimiento clinica Salud;160.90;2;Salud
ticket clinica Salud;149.20;2;Salud
pago tarjeta clinica Salud;207.29;2;Salud
cargo clinica Salud;70.18;2;Salud
compra clinica Salud;334.14;2;Salud
factura clinica Salud;116.57;2;Salud
ticket centro medico Salud;134.54;2;Salud
cargo clinica Salud;292.46;2;Salud
factura clinica Salud;87.77;2;Salud
pago tarjeta clinica Salud;210.56;2;Salud
compra clinica Salud;155.38;2;Salud
cargo clinica Salud;16.15;2;Salud
pago tarjeta clinica Salud;283.53;2;Salud
movimiento clinica Salud;131.27;2;Salud
movimiento clinica Salud;27.38;2;Salud
cargo centro medico Salud;15.43;2;Salud
factura centro medico Salud;27.80;2;Salud
pago tarjeta clinica Salud;199.19;2;Salud
compra clinica Salud;240.17;2;Salud
cargo clinica Salud;73.58;2;Salud
pago tarjeta clinica Salud;41.29;2;Salud
cargo clinica Salud;95.77;2;Salud
cargo clinica Salud;206.40;2;Salud
cargo clinica Salud;269.50;2;Salud
pago tarjeta centro medico Salud;211.50;2;Salud
ticket clinica Salud;74.85;2;Salud
cargo clinica Salud;149.91;2;Salud
movimiento centro medico Salud;300.52;2;Salud
pago tarjeta centro medico Salud;130.67;2;Salud
pago tarjeta centro medico Salud;177.07;2;Salud
pago tarjeta centro medico Salud;80.27;2;Salud
pago tarjeta centro medico Salud;50.26;2;Salud
compra clinica Salud;259.25;2;Salud
ticket clinica Salud;314.24;2;Salud
movimiento centro medico Salud;339.55;2;Salud
factura centro medico Salud;197.95;2;Salud
pago tarjeta centro medico Salud;138.54;2;Salud
factura centro medico Salud;171.65;2;Salud
ticket centro medico Salud;223.93;2;Salud
compra centro medico Salud;78.28;2;Salud
cargo clinica Salud;20.09;2;Salud
cargo centro medico Salud y belleza;112.91;2;Salud y belleza
ticket clinica Salud y belleza;40.80;2;Salud y belleza
pago tarjeta clinica Salud y belleza;127.69;2;Salud y belleza
compra centro medico Salud y belleza;314.42;2;Salud y belleza
cargo clinica Salud y belleza;154.53;2;Salud y belleza
factura clinica Salud y belleza;260.98;2;Salud y belleza
compra clinica Salud y belleza;88.53;2;Salud y belleza
pago tarjeta centro medico Salud y belleza;196.78;2;Salud y belleza
movimiento centro medico Salud y belleza;237.37;2;Salud y belleza
ticket clinica Salud y belleza;39.81;2;Salud y belleza
ticket centro medico Salud y belleza;82.65;2;Salud y belleza
ticket clinica Salud y belleza;144.39;2;Salud y belleza
pago tarjeta clinica Salud y belleza;326.32;2;Salud y belleza
pago tarjeta clinica Salud y belleza;232.30;2;Salud y belleza
pago tarjeta clinica Salud y belleza;88.46;2;Salud y belleza
pago tarjeta centro medico Salud y belleza;104.56;2;Salud y belleza
ticket clinica Salud y belleza;117.06;2;Salud y belleza
movimiento centro medico Salud y belleza;199.90;2;Salud y belleza
movimiento centro medico Salud y belleza;201.08;2;Salud y belleza
pago tarjeta centro medico Salud y belleza;145.56;2;Salud y belleza
compra clinica Salud y belleza;226.32;2;Salud y belleza
ticket centro medico Salud y belleza;182.92;2;Salud y belleza
cargo centro medico Salud y belleza;321.26;2;Salud y belleza
compra centro medico Salud y belleza;63.48;2;Salud y belleza
pago tarjeta centro medico Salud y belleza;154.91;2;Salud y belleza
cargo clinica Salud y belleza;245.14;2;Salud y belleza
ticket clinica Salud y belleza;224.75;2;Salud y belleza
cargo clinica Salud y belleza;7.95;2;Salud y belleza
cargo clinica Salud y belleza;146.74;2;Salud y belleza
ticket centro medico Salud y belleza;95.82;2;Salud y belleza
movimiento centro medico Salud y belleza;33.23;2;Salud y belleza
pago tarjeta centro medico Salud y belleza;141.61;2;Salud y belleza
compra centro medico Salud y belleza;297.73;2;Salud y belleza
movimiento centro medico Salud y belleza;220.71;2;Salud y belleza
movimiento clinica Salud y belleza;99.93;2;Salud y belleza
movimiento clinica Salud y belleza;280.46;2;Salud y belleza
factura centro medico Salud y belleza;171.16;2;Salud y belleza
movimiento centro medico Salud y belleza;75.05;2;Salud y belleza
ticket clinica Salud y belleza;257.07;2;Salud y belleza
factura centro medico Salud y belleza;91.35;2;Salud y belleza
factura clinica Salud y belleza;287.43;2;Salud y belleza
ticket clinica Salud y belleza;283.33;2;Salud y belleza
compra centro medico Salud y belleza;239.85;2;Salud y belleza
factura clinica Salud y belleza;136.42;2;Salud y belleza
movimiento centro medico Salud y belleza;247.05;2;Salud y belleza
pago tarjeta clinica Salud y belleza;344.38;2;Salud y belleza
movimiento clinica Salud y belleza;5.63;2;Salud y belleza
pago tarjeta clinica Salud y belleza;209.00;2;Salud y belleza
pago tarjeta clinica Salud y belleza;167.97;2;Salud y belleza
compra clinica Salud y belleza;167.95;2;Salud y belleza
pago tarjeta centro medico Salud y belleza;112.42;2;Salud y belleza
movimiento centro medico Salud y belleza;292.21;2;Salud y belleza
ticket centro medico Salud y belleza;170.19;2;Salud y belleza
movimiento clinica Salud y belleza;300.52;2;Salud y belleza
compra clinica Salud y belleza;48.15;2;Salud y belleza
compra centro medico Salud y belleza;20.41;2;Salud y belleza
ticket clinica Salud y belleza;122.58;2;Salud y belleza
movimiento clinica Salud y belleza;42.95;2;Salud y belleza
movimiento centro medico Salud y belleza;289.23;2;Salud y belleza
cargo clinica Salud y belleza;271.94;2;Salud y belleza
factura proveedor habitual Seguros y comisiones;283.05;2;Seguros y comisiones
factura proveedor habitual Seguros y comisiones;80.11;2;Seguros y comisiones
compra proveedor habitual Seguros y comisiones;7.20;2;Seguros y comisiones
pago tarjeta servicio online Seguros y comisiones;324.19;2;Seguros y comisiones
cargo proveedor habitual Seguros y comisiones;231.88;2;Seguros y comisiones
pago tarjeta servicio online Seguros y comisiones;108.30;2;Seguros y comisiones
compra proveedor habitual Seguros y comisiones;104.04;2;Seguros y comisiones
movimiento servicio online Seguros y comisiones;89.26;2;Seguros y comisiones
compra comercio local Seguros y comisiones;183.89;2;Seguros y comisiones
pago tarjeta servicio online Seguros y comisiones;204.27;2;Seguros y comisiones
factura servicio online Seguros y comisiones;241.85;2;Seguros y comisiones
compra servicio online Seguros y comisiones;254.79;2;Seguros y comisiones
cargo servicio online Seguros y comisiones;82.32;2;Seguros y comisiones
compra proveedor habitual Seguros y comisiones;277.29;2;Seguros y comisiones
factura proveedor habitual Seguros y comisiones;16.98;2;Seguros y comisiones
ticket comercio local Seguros y comisiones;332.78;2;Seguros y comisiones
compra servicio online Seguros y comisiones;174.88;2;Seguros y comisiones
cargo comercio local Seguros y comisiones;277.86;2;Seguros y comisiones
pago tarjeta servicio online Seguros y comisiones;108.15;2;Seguros y comisiones
factura comercio local Seguros y comisiones;253.90;2;Seguros y comisiones
movimiento proveedor habitual Seguros y comisiones;95.20;2;Seguros y comisiones
ticket servicio online Seguros y comisiones;265.27;2;Seguros y comisiones
compra proveedor habitual Seguros y comisiones;238.77;2;Seguros y comisiones
ticket servicio online Seguros y comisiones;63.98;2;Seguros y comisiones
ticket servicio online Seguros y comisiones;107.86;2;Seguros y comisiones
movimiento servicio online Seguros y comisiones;289.89;2;Seguros y comisiones
factura servicio online Seguros y comisiones;239.13;2;Seguros y comisiones
cargo proveedor habitual Seguros y comisiones;74.65;2;Seguros y comisiones
movimiento proveedor habitual Seguros y comisiones;116.93;2;Seguros y comisiones
factura comercio local Seguros y comisiones;45.75;2;Seguros y comisiones
movimiento comercio local Seguros y comisiones;290.42;2;Seguros y comisiones
pago tarjeta proveedor habitual Seguros y comisiones;137.88;2;Seguros y comisiones
cargo servicio online Seguros y comisiones;243.94;2;Seguros y comisiones
compra comercio local Seguros y comisiones;164.76;2;Seguros y comisiones
pago tarjeta proveedor habitual Seguros y comisiones;12.97;2;Seguros y comisiones
factura proveedor habitual Seguros y comisiones;196.95;2;Seguros y comisiones
cargo comercio local Seguros y comisiones;148.33;2;Seguros y comisiones
ticket servicio online Seguros y comisiones;342.34;2;Seguros y comisiones
factura proveedor habitual Seguros y comisiones;100.10;2;Seguros y comisiones
factura proveedor habitual Seguros y comisiones;245.50;2;Seguros y comisiones
factura comercio local Seguros y comisiones;191.82;2;Seguros y comisiones
cargo comercio local Seguros y comisiones;324.61;2;Seguros y comisiones
ticket proveedor habitual Seguros y comisiones;171.34;2;Seguros y comisiones
factura proveedor habitual Seguros y comisiones;300.61;2;Seguros y comisiones
ticket proveedor habitual Seguros y comisiones;49.05;2;Seguros y comisiones
cargo comercio local Seguros y comisiones;81.47;2;Seguros y comisiones
compra proveedor habitual Seguros y comisiones;312.24;2;Seguros y comisiones
compra comercio local Seguros y comisiones;165.99;2;Seguros y comisiones
movimiento comercio local Seguros y comisiones;25.84;2;Seguros y comisiones
movimiento proveedor habitual Seguros y comisiones;148.09;2;Seguros y comisiones
movimiento servicio online Seguros y comisiones;74.62;2;Seguros y comisiones
cargo proveedor habitual Seguros y comisiones;288.70;2;Seguros y comisiones
movimiento servicio online Seguros y comisiones;7.93;2;Seguros y comisiones
cargo proveedor habitual Seguros y comisiones;256.54;2;Seguros y comisiones
ticket comercio local Seguros y comisiones;138.47;2;Seguros y comisiones
movimiento servicio online Seguros y comisiones;58.70;2;Seguros y comisiones
compra proveedor habitual Seguros y comisiones;103.86;2;Seguros y comisiones
pago tarjeta comercio local Seguros y comisiones;258.42;2;Seguros y comisiones
ticket servicio online Seguros y comisiones;113.93;2;Seguros y comisiones
pago tarjeta proveedor habitual Seguros y comisiones;191.30;2;Seguros y comisiones
movimiento servicio online Servicios;344.26;2;Servicios
factura comercio local Servicios;122.19;2;Servicios
factura comercio local Servicios;34.52;2;Servicios
factura proveedor habitual Servicios;329.55;2;Servicios
compra servicio online Servicios;119.09;2;Servicios
pago tarjeta proveedor habitual Servicios;105.11;2;Servicios
factura comercio local Servicios;199.62;2;Servicios
cargo comercio local Servicios;167.23;2;Servicios
cargo comercio local Servicios;306.58;2;Servicios
ticket comercio local Servicios;139.67;2;Servicios
cargo servicio online Servicios;193.57;2;Servicios
factura comercio local Servicios;145.37;2;Servicios
movimiento proveedor habitual Servicios;216.19;2;Servicios
ticket comercio local Servicios;258.63;2;Servicios
compra servicio online Servicios;134.95;2;Servicios
movimiento proveedor habitual Servicios;120.34;2;Servicios
movimiento comercio local Servicios;102.52;2;Servicios
cargo comercio local Servicios;61.17;2;Servicios
factura proveedor habitual Servicios;289.83;2;Servicios
ticket proveedor habitual Servicios;329.35;2;Servicios
movimiento servicio online Servicios;198.81;2;Servicios
cargo servicio online Servicios;169.35;2;Servicios
cargo proveedor habitual Servicios;143.37;2;Servicios
ticket comercio local Servicios;171.26;2;Servicios
ticket proveedor habitual Servicios;215.87;2;Servicios
cargo comercio local Servicios;345.88;2;Servicios
pago tarjeta comercio local Servicios;156.54;2;Servicios
movimiento servicio online Servicios;194.94;2;Servicios
compra comercio local Servicios;11.11;2;Servicios
pago tarjeta servicio online Servicios;223.65;2;Servicios
factura servicio online Servicios;55.35;2;Servicios
pago tarjeta comercio local Servicios;25.80;2;Servicios
movimiento servicio online Servicios;242.01;2;Servicios
ticket proveedor habitual Servicios;151.71;2;Servicios
ticket proveedor habitual Servicios;329.14;2;Servicios
pago tarjeta proveedor habitual Servicios;292.64;2;Servicios
factura servicio online Servicios;319.85;2;Servicios
factura servicio online Servicios;336.06;2;Servicios
cargo servicio online Servicios;333.95;2;Servicios
factura proveedor habitual Servicios;245.49;2;Servicios
factura proveedor habitual Servicios;341.93;2;Servicios
compra proveedor habitual Servicios;78.72;2;Servicios
movimiento servicio online Servicios;258.33;2;Servicios
factura proveedor habitual Servicios;297.55;2;Servicios
factura comercio local Servicios;113.80;2;Servicios
cargo proveedor habitual Servicios;101.74;2;Servicios
ticket proveedor habitual Servicios;189.77;2;Servicios
pago tarjeta servicio online Servicios;295.65;2;Servicios
factura comercio local Servicios;134.01;2;Servicios
ticket comercio local Servicios;14.57;2;Servicios
ticket comercio local Servicios;287.29;2;Servicios
cargo comercio local Servicios;115.88;2;Servicios
pago tarjeta proveedor habitual Servicios;225.02;2;Servicios
ticket servicio online Servicios;271.89;2;Servicios
factura proveedor habitual Servicios;336.03;2;Servicios
movimiento proveedor habitual Servicios;69.30;2;Servicios
pago tarjeta comercio local Servicios;112.18;2;Servicios
ticket servicio online Servicios;43.32;2;Servicios
factura proveedor habitual Servicios;319.98;2;Servicios
pago tarjeta comercio local Servicios;46.08;2;Servicios
movimiento proveedor habitual Shopping Other;79.03;2;Shopping Other
pago tarjeta servicio online Shopping Other;35.70;2;Shopping Other
pago tarjeta comercio local Shopping Other;94.10;2;Shopping Other
movimiento comercio local Shopping Other;144.54;2;Shopping Other
compra servicio online Shopping Other;40.76;2;Shopping Other
compra comercio local Shopping Other;70.59;2;Shopping Other
compra servicio online Shopping Other;301.13;2;Shopping Other
cargo servicio online Shopping Other;181.71;2;Shopping Other
ticket comercio local Shopping Other;189.58;2;Shopping Other
factura comercio local Shopping Other;287.19;2;Shopping Other
pago tarjeta comercio local Shopping Other;239.25;2;Shopping Other
movimiento proveedor habitual Shopping Other;23.20;2;Shopping Other
cargo proveedor habitual Shopping Other;67.30;2;Shopping Other
compra servicio online Shopping Other;118.38;2;Shopping Other
cargo proveedor habitual Shopping Other;247.03;2;Shopping Other
movimiento comercio local Shopping Other;101.86;2;Shopping Other
movimiento comercio local Shopping Other;135.11;2;Shopping Other
cargo comercio local Shopping Other;281.71;2;Shopping Other
factura proveedor habitual Shopping Other;313.00;2;Shopping Other
factura proveedor habitual Shopping Other;35.17;2;Shopping Other
movimiento comercio local Shopping Other;291.55;2;Shopping Other
compra servicio online Shopping Other;292.79;2;Shopping Other
ticket comercio local Shopping Other;48.09;2;Shopping Other
cargo servicio online Shopping Other;247.37;2;Shopping Other
movimiento comercio local Shopping Other;25.95;2;Shopping Other
compra proveedor habitual Shopping Other;221.12;2;Shopping Other
factura servicio online Shopping Other;105.95;2;Shopping Other
pago tarjeta proveedor habitual Shopping Other;91.71;2;Shopping Other
cargo proveedor habitual Shopping Other;162.97;2;Shopping Other
factura servicio online Shopping Other;201.23;2;Shopping Other
movimiento proveedor habitual Shopping Other;224.94;2;Shopping Other
cargo servicio online Shopping Other;275.31;2;Shopping Other
cargo comercio local Shopping Other;117.12;2;Shopping Other
pago tarjeta comercio local Shopping Other;159.80;2;Shopping Other
compra servicio online Shopping Other;317.81;2;Shopping Other
cargo servicio online Shopping Other;159.99;2;Shopping Other
cargo servicio online Shopping Other;236.45;2;Shopping Other
ticket proveedor habitual Shopping Other;51.63;2;Shopping Other
ticket proveedor habitual Shopping Other;327.94;2;Shopping Other
pago tarjeta proveedor habitual Shopping Other;228.44;2;Shopping Other
pago tarjeta comercio local Shopping Other;295.93;2;Shopping Other
pago tarjeta proveedor habitual Shopping Other;24.81;2;Shopping Other
factura comercio local Shopping Other;124.69;2;Shopping Other
cargo comercio local Shopping Other;297.40;2;Shopping Other
cargo proveedor habitual Shopping Other;131.41;2;Shopping Other
factura servicio online Shopping Other;16.89;2;Shopping Other
ticket comercio local Shopping Other;318.37;2;Shopping Other
pago tarjeta proveedor habitual Shopping Other;109.96;2;Shopping Other
cargo servicio online Shopping Other;285.14;2;Shopping Other
cargo servicio online Shopping Other;111.39;2;Shopping Other
movimiento servicio online Shopping Other;186.04;2;Shopping Other
factura comercio local Shopping Other;55.07;2;Shopping Other
movimiento comercio local Shopping Other;7.13;2;Shopping Other
pago tarjeta comercio local Shopping Other;291.24;2;Shopping Other
cargo proveedor habitual Shopping Other;216.55;2;Shopping Other
ticket servicio online Shopping Other;156.92;2;Shopping Other
factura comercio local Shopping Other;257.68;2;Shopping Other
compra comercio local Shopping Other;22.97;2;Shopping Other
ticket proveedor habitual Shopping Other;308.98;2;Shopping Other
movimiento servicio online Shopping Other;85.78;2;Shopping Other
cargo proveedor habitual Sin categorizar;75.14;2;Sin categorizar
cargo comercio local Sin categorizar;315.38;2;Sin categorizar
pago tarjeta comercio local Sin categorizar;219.07;2;Sin categorizar
movimiento comercio local Sin categorizar;96.79;2;Sin categorizar
cargo comercio local Sin categorizar;42.19;2;Sin categorizar
movimiento servicio online Sin categorizar;216.18;2;Sin categorizar
movimiento servicio online Sin categorizar;76.62;2;Sin categorizar
compra comercio local Sin categorizar;125.56;2;Sin categorizar
factura servicio online Sin categorizar;204.57;2;Sin categorizar
ticket proveedor habitual Sin categorizar;250.03;2;Sin categorizar
ticket servicio online Sin categorizar;254.67;2;Sin categorizar
pago tarjeta proveedor habitual Sin categorizar;224.66;2;Sin categorizar
movimiento comercio local Sin categorizar;330.69;2;Sin categorizar
ticket servicio online Sin categorizar;195.33;2;Sin categorizar
movimiento comercio local Sin categorizar;149.29;2;Sin categorizar
cargo servicio online Sin categorizar;22.77;2;Sin categorizar
compra comercio local Sin categorizar;23.29;2;Sin categorizar
pago tarjeta comercio local Sin categorizar;272.73;2;Sin categorizar
cargo comercio local Sin categorizar;64.72;2;Sin categorizar
movimiento servicio online Sin categorizar;16.68;2;Sin categorizar
movimiento proveedor habitual Sin categorizar;329.76;2;Sin categorizar
ticket proveedor habitual Sin categorizar;124.48;2;Sin categorizar
compra comercio local Sin categorizar;138.31;2;Sin categorizar
compra servicio online Sin categorizar;323.06;2;Sin categorizar
cargo comercio local Sin categorizar;246.02;2;Sin categorizar
movimiento proveedor habitual Sin categorizar;216.78;2;Sin categorizar
pago tarjeta proveedor habitual Sin categorizar;289.66;2;Sin categorizar
factura comercio local Sin categorizar;287.25;2;Sin categorizar
cargo servicio online Sin categorizar;54.57;2;Sin categorizar
pago tarjeta comercio local Sin categorizar;267.84;2;Sin categorizar
movimiento proveedor habitual Sin categorizar;187.62;2;Sin categorizar
